"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene"
2.453375686,0.650172062772727,18.7782178086279,6.34913440882875e-23,1.32138185316544e-18,41.6904635708293,"TP53INP2"
2.33831592406061,0.562187329681818,17.4266606062674,1.2304319914949e-21,1.28038753034959e-17,38.8633681893329,"SLC7A5"
2.30105014987879,0.644518814863636,17.1374766901493,2.37274197414912e-21,1.32162589082441e-17,38.2340973608179,"B3GNT5"
3.98259271845455,1.00934602479546,17.1076638075213,2.54012279612609e-21,1.32162589082441e-17,38.168718153307,"SERPINB2"
4.31372729142424,1.14706964052273,15.0314060499225,3.67137814136608e-19,1.52817443756222e-15,33.3714469024193,"OLR1"
-2.58331977630303,-0.648199713227273,-14.8810886107619,5.35911307833409e-19,1.77498453248601e-15,33.0046176674888,"RTN1"
2.74263132260606,0.6264363535,14.838369501435,5.97006137199793e-19,1.77498453248601e-15,32.8998662503836,"SLC6A6"
2.87109278290909,0.753609676454545,14.7206905206551,8.04644748953581e-19,1.90110266257156e-15,32.6101523671814,"FNDC3B"
2.15129351593939,0.635036026681818,14.712244372532,8.22118199266965e-19,1.90110266257156e-15,32.5892935022145,"CD83"
0.934034374666667,0.275983919,14.5417012560132,1.27083560670186e-18,2.64486306466791e-15,32.1662345738225,"PFKFB3"
-1.51330992924242,-0.344758954886364,-14.3816457644129,1.91842421077214e-18,3.62965860678089e-15,31.7659136210621,"HVCN1"
5.25941134772727,1.29150316193182,14.1480685965537,3.51800336970018e-18,6.10139051085001e-15,31.175955706462,"CXCL3"
1.41972089745455,0.355885575090909,13.8560459953472,7.57696715443325e-18,1.21301415706204e-14,30.4286777118308,"SLC2A3"
1.35717124839394,0.355547745522727,13.79230757249,8.97038296160152e-18,1.33351150140608e-14,30.2641267020351,"KDM7A"
1.17531063663636,0.287742393431818,13.7462945734517,1.0136078850018e-17,1.37021167761103e-14,30.1450127826778,"JOSD1"
1.14656910512121,0.27814336025,13.7318115088177,1.05340125128659e-17,1.37021167761103e-14,30.1074641476255,"PIM3"
2.87509048912121,0.76256428225,13.6304516391348,1.3802084464667e-17,1.68969989340382e-14,29.8439233947207,"MAFF"
1.81009977690909,0.461865921863636,13.3074170119822,3.29285878024274e-17,3.80441852201323e-14,28.9951345750471,"IVNS1ABP"
1.96135956298788,0.439653438304545,13.2877631573724,3.47318623478048e-17,3.80441852201323e-14,28.9430542205821,"SNX9"
-2.70220438678788,-0.716385482636364,-13.2446412291538,3.90484907691721e-17,3.99458918922584e-14,28.8286090241725,"CACNA2D3"
2.71090217048485,0.765242235772727,13.2329816652687,4.03067331221135e-17,3.99458918922584e-14,28.797622786188,"PLAUR"
2.90115469418182,0.766462493,13.0891969453785,5.96802710378411e-17,5.59221195958535e-14,28.414034865978,"DOCK4"
1.77085734695758,0.416097544327273,13.0764484439273,6.18013045697016e-17,5.59221195958535e-14,28.3798931421704,"AGO2"
-1.88503345918182,-0.436336347431818,-12.9562729141325,8.5981019531214e-17,7.45598741034844e-14,28.0569966651983,"FCGR2B"
0.940235266424243,0.209238866545455,12.9221795599282,9.44558240273932e-17,7.86325843863243e-14,27.9650442228505,"UBAP1"
4.27192328872727,1.07432567272727,12.8928437895442,1.02425566749494e-16,7.90064429150196e-14,27.8858000355967,"COXFA4L3"
1.22065631909091,0.305648549772727,12.8925903916576,1.024973072605e-16,7.90064429150196e-14,27.8851150392149,"TIPARP"
4.27233526284849,1.06113045286364,12.8753568239337,1.07498187035834e-16,7.9901866735349e-14,27.838508500869,"F3"
4.80069195121212,1.38247948204545,12.8611815186763,1.11797102164375e-16,8.02317686291373e-14,27.8001431910151,"CXCL2"
-1.49160246163636,-0.327883238318182,-12.754108598117,1.50458291954293e-16,1.03856849462417e-13,27.5094886622219,"NUDT7"
1.68482413572727,0.424953185477273,12.7409246071189,1.56077958949404e-16,1.03856849462417e-13,27.473594583139,"MAFG"
3.41627509463636,0.906772997204546,12.7327081992645,1.59687640918573e-16,1.03856849462417e-13,27.4512132836217,"IL1R1"
2.00950955221212,0.584274830386364,12.6887881710477,1.80473086821172e-16,1.13818360088552e-13,27.3314235121133,"PDE4D"
3.59158839429091,0.9367923461,12.6650274878407,1.92843865928171e-16,1.1804313346168e-13,27.266510102041,"PHLDA1"
1.37979194690909,0.340251527090909,12.5778884369268,2.46074722409114e-16,1.45602903834037e-13,27.0278034799552,"JMJD6"
-2.76785133848485,-0.761177896136363,-12.5695993997581,2.51859722180729e-16,1.45602903834037e-13,27.0050437938574,"TCL1A"
-2.44823561651515,-0.643729423977273,-12.4130683608696,3.91239789675762e-16,2.18326588557267e-13,26.5735187211373,"CD1C"
3.04081580487879,0.822767273613636,12.3913092370202,4.16044981039371e-16,2.18326588557267e-13,26.5132727992288,"C11orf96"
0.894212163757576,0.215710878090909,12.3800979282913,4.29443650925167e-16,2.18326588557267e-13,26.48220647026,"BASP1"
-1.54988195806061,-0.376783483272727,-12.37838583904,4.3152802126298e-16,2.18326588557267e-13,26.4774608154797,"NCALD"
-1.45505786766667,-0.362458326522727,-12.3726609660267,4.38572666804535e-16,2.18326588557267e-13,26.461589463581,"LYPLAL1"
-1.88553994009091,-0.46050818675,-12.3710326909615,4.40597574447685e-16,2.18326588557267e-13,26.4570745102564,"SLAMF6"
1.14262162157576,0.294885048363636,12.3217107974575,5.0665210688851e-16,2.45219619734039e-13,26.320143576277,"MTHFD1L"
1.72528940621212,0.443153663522727,12.3059845397254,5.29763564319197e-16,2.5057816592298e-13,26.2764143997636,"MXD1"
-1.58756261781818,-0.441809821181818,-12.2860664815626,5.60580050790913e-16,2.59262044823566e-13,26.2209815113302,"PSMB2"
0.860742415,0.197861361477273,12.2607263227908,6.02434093334987e-16,2.72562138054081e-13,26.1503814303667,"MCM6"
-2.12925889949697,-0.593347489013636,-12.1759548359552,7.66980072900944e-16,3.3962530377052e-13,25.9135709529794,"NHSL2"
-2.00064311581818,-0.515243895863637,-12.1434579439641,8.41576146930342e-16,3.64893391039881e-13,25.8225333349272,"KLF8"
-2.43171085651515,-0.64528432125,-12.1282382229477,8.79006873363881e-16,3.73344715274471e-13,25.7798474034303,"PTGDR"
3.92305948124242,1.01685091634091,12.0500659830158,1.0996764196881e-15,4.57729312930976e-13,25.5601088556313,"IL1B"
-1.59528852554545,-0.414720135840909,-12.0272153095117,1.17425724914192e-15,4.67728355600657e-13,25.4957206772636,"TPD52"
2.06537727287879,0.591515145340909,12.0252422853431,1.18093307010913e-15,4.67728355600657e-13,25.4901578174125,"PPARD"
1.56189515293939,0.463546432568182,12.0141545329613,1.21917250246091e-15,4.67728355600657e-13,25.4588865675383,"KDM6B"
