gene,logFC_unadj,logFC_adj,se_unadj,se_adj,p_unadj,p_adj,CCI,CCI_signed,FDR_unadj,FDR_adj
FTX,0.007314833897040601,0.1940983201427712,0.13585602742949296,0.17100196406699292,0.9575255658597632,0.2704649910075507,,,0.9878874156837444,0.5091310764419669
FUBP1,0.04997216996453108,0.18429587742125336,0.08500977569063536,0.08479821588711646,0.5623673440764148,0.04260523793936491,,,0.8377631831551292,0.2058908277804131
FUBP3,-0.003197819169148705,0.10524151336415462,0.08026704274266004,0.09398601307083096,0.9685646914877459,0.27677327801971024,,,0.9908479310517949,0.5161277826030771
FUCA1,-0.14966917633462729,-0.23928185691294787,0.17729170326655455,0.16760212634376093,0.4072545414028067,0.16961512071554086,0.5987383826978936,-0.5987383826978936,0.7422397873527141,0.3992820132173683
FUCA2,0.03728182950466734,-0.04532441072381729,0.20805858717316114,0.10324763697870185,0.8593584033028132,0.6656222086522288,,,0.9565811001283326,0.8197886192011195
FUK,0.06988138353907757,0.1366568274462347,0.12087891225622564,0.10070424032644815,0.5688071396149329,0.19068124299898,,,0.841369544922814,0.42339610459824195
FUNDC1,-0.03281308894423966,0.13093419960362174,0.09989440868419192,0.09985583043067094,0.7455223840280485,0.20540554218121695,,,0.9144271512469101,0.4400351779615543
FUNDC2,0.20558264422532885,0.22306604178278958,0.06543856848391855,0.0806405891242816,0.004572818406477584,0.012295747277590521,0.0850431592770937,0.0850431592770937,0.16029345960736244,0.12583239614316774
FUOM,-0.21816070114733685,-0.21218496646801893,0.16572776876098363,0.17559787741494928,0.20101486860203202,0.24173475652080054,0.027391435065484825,0.027391435065484825,0.562800860534299,0.4802181312476837
FURIN,0.2285202655205894,0.07808487715785142,0.1944301895736404,0.07808134855735065,0.25188555840510396,0.32985549453881613,0.6583021773584624,-0.6583021773584624,0.6100646792839661,0.565607941000879
FUS,-0.0324655086374513,0.07408646717099361,0.10404386486898148,0.1093902887588146,0.757823829511757,0.5063998614497353,,,0.9205256254704478,0.7124751188297609
FUT10,0.19544845737329447,0.24488386450569846,0.19267411349235386,0.19975061892365814,0.3209453126078774,0.23519679997209603,0.2529332172624183,0.2529332172624183,0.6748563098121151,0.4744723658123392
FUT11,0.3254744911735518,0.12661756067053911,0.19542368853318193,0.1504293522162214,0.10938103604181959,0.41042107035449293,0.6109754708763853,-0.6109754708763853,0.44473050379514956,0.6368769885267158
FUT4,0.03189139719291256,-0.1024128260875743,0.15552195159629417,0.13376589211170767,0.8393288847939571,0.4533135005062717,,,0.9500608432316567,0.6731214174398471
FUT7,0.13011028486683107,0.38681987688699426,0.19448000932947007,0.17652367148753387,0.5101452147148856,0.04109345420251724,1.0,1.9730153714051701,0.8052087373920902,0.2020196142622906
FUT8,0.10629292830747836,0.3021504653570073,0.19661877050241017,0.16990391098618124,0.5939776826796845,0.0913517488763374,1.0,1.842620578510764,0.850619527053541,0.2920279034483111
FUZ,0.10838008374042367,0.16513564075606438,0.08945128153305308,0.11093077037794002,0.23796308938639585,0.15299398335319578,0.5236714630298075,0.5236714630298075,0.5986650354036696,0.37959718972777623
FXN,-0.05979047593164517,0.018555936798076583,0.1327394241992578,0.09806711862071746,0.656614193437421,0.8519296049705343,,,0.8760854215118654,0.9266725555701995
FXR1,-0.06445350757202753,0.09133465714453191,0.08570329890187245,0.10300500368442769,0.45964628045646505,0.38632599234062126,,,0.7746839865502038,0.6183689970711695
FXR2,0.05530492314554024,0.011773013041041157,0.09284771590717746,0.10300605535984866,0.5572243100800107,0.9102035921615055,,,0.83472519156715,0.9579269212145611
FXYD1,-0.26723671824912143,-0.009230202424718326,0.1966010853135501,0.22103328523617066,0.18723618998867778,0.9671262695470428,0.9654605756080501,0.9654605756080501,0.5493005521117247,0.9851886867014785
FXYD2,-0.3435111019378824,-0.364553816920261,0.15410324345424786,0.17254883563746085,0.035862461516752445,0.04808259008888833,0.06125774353046606,-0.06125774353046606,0.3027440503200677,0.2172724808244885
FXYD5,0.009122953771146738,0.2136255614290687,0.12211445381874404,0.14725011867018595,0.9410928520713552,0.16315487613242727,,,0.9821217140940565,0.3910250265398087
FXYD6,-0.14561541182485593,-0.06329540264232174,0.3386823771247313,0.21297438876803157,0.6712358103333644,0.7695407657383161,0.5653248385654912,0.5653248385654912,0.8826473001255759,0.8813813161653886
FXYD7,-0.33669649145696534,-0.00688406657059218,0.22268174771133695,0.21039441620006222,0.14415149398110658,0.9742393047977862,0.9795540887854126,0.9795540887854126,0.49578005975448614,0.9876890067535786
FYB,-0.045214978104457966,0.0882927060912501,0.11273043780939865,0.13551594116214094,0.6920563061088711,0.5225077892976617,,,0.8899531295609883,0.7253023481380755
FYCO1,0.020272273392226287,0.07184939564614876,0.12149126209571891,0.13659646273281822,0.8689369618053345,0.604975882445242,,,0.9600080990864954,0.781793941677419
FYN,0.07054500014576712,0.09898763783659303,0.15870914803007588,0.1415978687342662,0.6608411311629059,0.4929744717472825,,,0.8780306432682559,0.702573881812718
FYTTD1,0.12200235101326236,0.23482375396046976,0.08779505683142509,0.10628857396351601,0.1779485048831231,0.039630106335123975,0.924747777482936,0.924747777482936,0.5373611524669546,0.1999761027927849
FZD1,-0.418327946066624,-0.7258364495469536,0.29894253549090194,0.25706177767829014,0.17504811538534623,0.010850914651435664,0.7350895544314292,-0.7350895544314292,0.5335970988220328,0.1193985375813572
FZD2,-0.18608561430763634,-0.2392264846397666,0.3040374350212732,0.2003985134557227,0.5465092943829715,0.24726665920725074,0.28557215736342667,-0.28557215736342667,0.8264915640432766,0.48570465912311855
FZD3,-0.14091438121748767,0.05909036951814278,0.18219822318142043,0.17568930798266524,0.4471549772604395,0.7403048003886831,1.0,1.4193352659083287,0.7684642947886964,0.8671058620758919
FZD5,0.4807843800563238,0.5332330530304551,0.16408732039676543,0.11012844075459542,0.007526470417091999,0.00011327358145173074,0.10908980231010615,0.10908980231010615,0.18597565336038366,0.03326212085685825
FZD6,0.09916574461191674,0.5908626199786219,0.19979158841149888,0.1498119314118151,0.624360773300231,0.0008706909548801364,,,0.861676886217652,0.05944019893587876
FZR1,0.05459807330782719,-0.11858453946682974,0.08225497977851029,0.07949546325911258,0.5134392010460904,0.1521915676506476,,,0.8075087697715793,0.3786067669886
G0S2,-0.8481448569345803,-1.5490483315835906,0.4482557420417656,0.5090275083556148,0.07113346353585415,0.00668993677642882,0.8263959498407627,-0.8263959498407627,0.38443285040007735,0.10275976311103062
G2E3,0.08154831649991032,0.20175291107228796,0.09843765907079718,0.10154692480024628,0.41594352935735435,0.06155878052284182,,,0.747955060880915,0.24273681992411797
G3BP1,0.14208315759714987,0.305746499651572,0.10236665585267485,0.10896025695880143,0.17844214015014487,0.011274382476140524,1.0,1.1518841840386096,0.5382335778507698,0.12107986736018561
G3BP2,0.07855319536795027,0.16520544132972997,0.08328629652602967,0.08702814999639184,0.35539624695788796,0.07295396444934157,,,0.701602911477792,0.26447321088984965
G6PC3,0.22547241886148542,0.22985716152718821,0.1253855430158452,0.11298869403933248,0.08527991229228632,0.05611778906882613,0.019446913675044558,0.019446913675044558,0.41018933016087705,0.23416374285800448
G6PD,0.3943039964848414,0.3199625931857926,0.16658649494047267,0.0834638996144701,0.026729581270922072,0.001120592006110839,0.18853829522853122,-0.18853829522853122,0.27227873291111176,0.06438185238924604
GAA,-0.39936281199285806,-0.5308433305669464,0.3442846113881232,0.19979941784253047,0.25795760415090907,0.015569193948361343,0.32922574317320186,-0.32922574317320186,0.6164065999934012,0.13800205964343212
GAB1,0.2683766283055422,0.13588482019743056,0.2546195881260154,0.21946730398048298,0.30281672575242474,0.543166058000055,0.49367863716236865,-0.49367863716236865,0.6597331619905191,0.7391219288209858
GAB2,-0.1633716667933849,-0.3478946928057053,0.297647349640086,0.16241628515816903,0.5883795277539212,0.04536425628789327,1.0,-1.1294677322824003,0.8491709367946085,0.21153357534741293
GAB3,0.22311979538270846,-0.04036513596380374,0.1789096801090079,0.16672145816542208,0.22490812465955254,0.8112880452881472,1.0,-1.180912392352131,0.5848501085360669,0.9041442437738615
GABARAP,0.22415364509242655,0.12859034354835297,0.12871969275768708,0.15238255109171897,0.09497327433668064,0.40924406557022885,0.4263294558724192,-0.4263294558724192,0.4251598061484378,0.6356874380926179
GABARAPL1,-0.11598192418274969,-0.46189798053363496,0.23185443852663337,0.23330412832450553,0.6216617201691783,0.06239667368483503,1.0,-2.9824997195755643,0.8608177932817707,0.2443993669806783
GABARAPL2,0.08281739223896843,-0.20840815919198463,0.12331412797839286,0.12114532053666147,0.5085303621920794,0.10162137787491607,,,0.8043078622674844,0.3079845703516284
GABBR1,-0.1818494201217954,-0.1835535861896847,0.18414723346854084,0.2084074548961503,0.3336624464709791,0.38946172837096016,0.00937130328349648,-0.00937130328349648,0.6839565512622526,0.6202416306561996
GABPA,0.17022562396655688,0.29241835113138376,0.11736354857809375,0.14522495304839125,0.16044511187338317,0.058440860780286624,0.7178280467859133,0.7178280467859133,0.5146537324489072,0.2374638753482641
GABPB1,0.2296458226509051,0.32611832016185366,0.09215619477912604,0.10824801803871002,0.020353443293207086,0.007157579597393551,0.42009254249575756,0.42009254249575756,0.25004300195253004,0.10465671168825165
GABPB2,-0.015111429791494959,0.12214349375602616,0.13043662972712186,0.12704631485586473,0.9087749057269242,0.34842308542017497,,,0.972313701430931,0.5845592160623102
GADD45A,0.29899967298042973,0.19198105842155114,0.09990986185422994,0.11514372953863442,0.006500838579525886,0.11185020055151695,0.35792217928573866,-0.35792217928573866,0.17579548819522425,0.3226400891484947
GADD45B,-0.11519889298007067,-0.25979710714539467,0.13998102129259857,0.1485974122248582,0.4189815556879434,0.0965471195512835,1.0,-1.2552048932478836,0.7502400966514121,0.300531873805084
GADD45G,-0.12251570511077423,0.10217511646706746,0.17211998871229509,0.10061198904253549,0.4837441190753897,0.32260864772175357,1.0,1.833975663566434,0.7892790502163134,0.559447908496644
GADD45GIP1,0.13234245932775146,0.29348452934074915,0.08581513934773526,0.0765452426667412,0.13667735798276417,0.0011190917137021816,1.0,1.2176142927336935,0.4848764861261041,0.06438185238924604
GAK,0.1817678134248372,0.1434639576139019,0.1340534872971547,0.09212684263520227,0.18828430175252445,0.13591333341978507,0.21072958456847102,-0.21072958456847102,0.5497352123563,0.3585899799842312
GAL3ST4,-0.6343682159726335,-0.3418540267505881,0.15931743908996424,0.11825578075834756,0.0005885622841951015,0.009366018744765978,0.4611110422257731,0.4611110422257731,0.09473613725798857,0.11368080923356307
GALC,0.3085903704470388,0.14804921439192478,0.15022829670844728,0.15788755262141915,0.05149795783635824,0.3601725248814994,0.52024032967246,-0.52024032967246,0.3470971166135456,0.59485712269975
GALE,0.165163460447108,0.09348870187172269,0.12650175375648162,0.10739063269342443,0.20459068324620538,0.3948671970420651,0.4339625627929881,-0.4339625627929881,0.5686920133794396,0.6246717076112827
GALK1,0.11700746940226937,0.0811664985648375,0.16959624040897817,0.07798617715008518,0.49714884776184864,0.3110409369892008,0.3063135287048327,-0.3063135287048327,0.7977728771302219,0.5482946381551622
GALK2,0.1558826327162519,0.14669018684296264,0.08802561012162967,0.10106164677956218,0.08983457568570588,0.1629551718305527,0.058970301650100934,-0.058970301650100934,0.41521641961624606,0.39075489144781483
GALM,0.027826414740846205,0.10717959133060602,0.1870753776934571,0.16409705589517398,0.8830517992617237,0.5214871271489001,,,0.9643362882192704,0.724695656451881
GALNS,0.10202269069769705,0.09098001611824201,0.15243846296535724,0.15157893736328276,0.5099854771209862,0.5554547591910871,0.10823743722046636,-0.10823743722046636,0.8052087373920902,0.7467988963451816
GALNT1,0.03163342221927257,0.03426669227467411,0.09653264252520807,0.10270283417671897,0.7461052823241007,0.7422985996781892,,,0.9144271512469101,0.8680639354016942
GALNT10,0.24788007684206417,0.1232063966187003,0.12850191856703508,0.10073636667560719,0.06616048360444628,0.2362616227777346,0.5029596642524814,-0.5029596642524814,0.37583386213502434,0.47526336836607985
GALNT11,-0.09716179882160661,0.06380704441647145,0.11872566158289972,0.11459042555250096,0.4215429257589387,0.5841457011169591,,,0.7519883865431002,0.7670158067308388
GALNT12,-0.22021225643962597,0.1161507483971222,0.17264807721589798,0.11025601292306973,0.2148659113848966,0.30534182691433354,1.0,1.5274490633493256,0.5779974477933464,0.543201829041672
GALNT2,0.19160638487488638,0.240676557439351,0.13066569907712183,0.13233270994596416,0.15608318003057411,0.0847527989392548,0.25609883823290175,0.25609883823290175,0.5082272483284361,0.2818844082764439
GALNT3,0.34963639816897596,0.09284291965108107,0.13199384102021797,0.10478388623620709,0.014344989125665798,0.3866721586340659,0.734458654369815,-0.734458654369815,0.22358249015255738,0.6184485570561994
GALNT6,0.016396529513689556,-0.0070461558373751095,0.13088644388552875,0.09951766432433276,0.9013960193737554,0.9442944370153813,,,0.970186454868393,0.9754290203463178
GALNT7,0.0675343421994427,0.20318111345988657,0.12437273365758629,0.13085993555061973,0.5923539824334442,0.13700261034643305,,,0.8500779602818798,0.35981310397479704
GALT,-0.12949413768548895,0.03999021911241708,0.09527964738942064,0.11209122364423722,0.1872950814755388,0.7251992977921973,1.0,1.3088187606572892,0.5493005521117247,0.8575826952899518
GAMT,-0.3673724383071668,0.018336299742169482,0.19461986502851433,0.16878027951420085,0.0717560707306908,0.9146271202763383,1.0,1.0499120179691819,0.3856228739799389,0.9607621565321016
GAN,0.010505446695167682,0.11670824078328759,0.09561990566792132,0.11140327497789497,0.9134680719282858,0.30795863729874795,,,0.9735020146817152,0.5457889021561334
GANAB,0.13579739283528697,0.21121219505127456,0.11170939399083488,0.12810311236017421,0.23645634277208857,0.1156319693971915,0.5553479388772996,0.5553479388772996,0.5977792343237534,0.32766038007321585
GANC,0.12512667012088335,0.18174621769205515,0.10023358660807537,0.11663814248639287,0.2244613774795185,0.13568563375398232,0.45249783692375367,0.45249783692375367,0.5845254395374606,0.3583981571269412
GAPDH,0.3147058809518388,0.4303494797184045,0.1965662653753223,0.12214637922526242,0.12302033620852106,0.0022723164746525078,0.3674656425764831,0.3674656425764831,0.4652193093961477,0.0783304596707438
GAPT,-0.40904786901423057,-0.6793758186950309,0.28490939661173703,0.2780417396975469,0.16454592314316482,0.024483145233629374,0.6608711844221729,-0.6608711844221729,0.5206881559005059,0.16606343864605683
GAPVD1,0.07832749263191822,0.12052840319895569,0.0657213088852231,0.08390045874428392,0.24548758179503632,0.16710457250870284,,,0.605476223452522,0.39596996699779086
GAR1,0.17767120381484353,0.33614375782453393,0.10781637072322604,0.10735169200037638,0.11296723814388532,0.005498254998854243,0.8919428168834799,0.8919428168834799,0.44921063553003027,0.09636608261325204
GAREML,0.07253090077017162,0.12236186589575905,0.10395392008164561,0.08856920143920877,0.4923451317589862,0.1831443954670512,,,0.7944218473038284,0.4150031164306823
GARS,0.21474501603340548,0.3487138023992433,0.08337950899103887,0.09963762108065312,0.016910360651752013,0.0023963218727303718,0.6238505034500909,0.6238505034500909,0.23688695040539604,0.07847759809720935
GART,0.27424774916232464,0.445874731776845,0.10952707215549114,0.1178635763956131,0.019821652711254314,0.001257709103114381,0.6258099953007672,0.6258099953007672,0.24779853078539413,0.06693354720825319
GAS2L1,-0.1516171682627141,-0.31953066142204345,0.27473230480264343,0.24681201482076293,0.5863586488435291,0.2109605861281131,1.0,-1.1074833746293022,0.8488745819511339,0.4474024177234613
GAS2L3,-0.03860805253979165,-0.22257973324078434,0.13875829161954092,0.11287511701079755,0.7833145087969816,0.06335657984749828,,,0.9305735791169799,0.24661600298944766
GAS6,1.0128618409309766,1.0087501251340172,0.29805508487821725,0.33277995890906586,0.002469047826897796,0.006868555733822551,0.004059503113652851,-0.004059503113652851,0.14192289427903562,0.1034217240791494
GAS7,-0.014916138295689715,-0.05745414499636189,0.3180863856684014,0.22809494765121013,0.9630030250981796,0.80383293962624,,,0.9895460081166526,0.9001508283922964
GAS8,-0.0332125515254586,0.12273375274346977,0.09732628147939879,0.11760886432787923,0.7360135971880698,0.30977852542383555,,,0.9112087155769732,0.5477911978680589
GATA3,-0.14027524708140582,0.02867178970304464,0.18980582081470665,0.1790212227489411,0.4673549084476064,0.8744465962768877,1.0,1.2043966437386173,0.7803818815266295,0.9404844140124111
GATAD1,0.028629513891994793,0.006441630281825457,0.1290894240382729,0.1291579996304724,0.8264421440735948,0.9607433447844083,,,0.9455034591720055,0.9831053454142181
GATAD2A,0.11484699705977915,0.17581242391880608,0.10520707887504666,0.09850434618566978,0.28630031778869675,0.09026678006426743,0.5308404087160742,0.5308404087160742,0.6453852865706096,0.2909699266525386
GATAD2B,0.002130591662397864,0.14326094669405146,0.10190673976043271,0.12407485956299867,0.9834999502038986,0.2625568258381202,,,0.9961256492000373,0.5017804907878758
GATC,0.15927629593600723,0.30849608216068375,0.08822861179661402,0.10992575266576227,0.0841412145674556,0.011265362285300801,0.9368612281430054,0.9368612281430054,0.4090370804323979,0.12107986736018561
GATM,-0.27515442867114565,-0.35530881827431404,0.15402540223306316,0.19081509187047355,0.08722143389938973,0.07813506978138032,0.29130692168130046,-0.29130692168130046,0.41215839255293013,0.2721614433596281
GATS,-0.06640311275956615,-0.07689549077629,0.09744433345432994,0.1206561177443519,0.5023933752490424,0.5315274742205267,,,0.8011598832522943,0.7306419329985722
GATSL2,-0.2534121049047197,-0.06927843209171175,0.11609097541985468,0.1490166037330239,0.03950963136379134,0.6472838668149623,0.72661751056541,0.72661751056541,0.3149464509434359,0.8087203145406976
GATSL3,-0.03180790467467076,0.13266453389571609,0.1587466802351931,0.156731640134657,0.8429532120177277,0.407840171443584,,,0.9512898141900943,0.6353596932236744
GBA,0.2835816551712988,0.2575480215159442,0.13697462669835966,0.10244711244849264,0.04983069016273029,0.021109359411701566,0.09180295403674427,-0.09180295403674427,0.343051695273967,0.15650452874608975
GBA2,0.21451767062169336,0.12781339024434935,0.12955161172863808,0.10051684123346168,0.11133475383252671,0.21887437240982666,0.4041824625732065,-0.4041824625732065,0.4471418695779296,0.45687242454099236
GBAS,-0.10082171659135626,0.015643997661487847,0.10689094225059118,0.10649094892006424,0.355371377782292,0.8847550013835175,1.0,1.1551649603913712,0.701602911477792,0.9449105104537833
GBE1,-0.04689127415745255,-0.0851135984649086,0.1284712424676736,0.10553891520416235,0.7184504886784123,0.42995341222229533,,,0.903155310608178,0.6532678129765938
GBF1,0.17262553939571712,0.22207682670875167,0.09362806738858599,0.11407846138994628,0.0781440346307182,0.06650865815262597,0.2864656497882112,0.2864656497882112,0.3965383269793265,0.2530409005546363
GBGT1,-0.14493299715802901,-0.34189440005649707,0.29109069573128554,0.14916452547224757,0.6232843813122225,0.033492645642694566,1.0,-1.3589824730092996,0.8615366030724265,0.18543570060939693
GBP1,0.8379451241497337,0.678336037145004,0.40828132687350416,0.508233729440867,0.05168342905330191,0.19775162391033405,0.19047677754159098,-0.19047677754159098,0.3470971166135456,0.43172979510070436
GBP2,0.23192298379675902,0.1286795594537052,0.24128599248953023,0.31922182254017095,0.3464508985793363,0.691371764413848,0.4451625391018989,-0.4451625391018989,0.6956743295868055,0.8363778615148197
GBP3,0.4441240533310465,0.3590712298893589,0.17892875574799375,0.216641876920497,0.020796898918125653,0.11385017573730766,0.19150690624335515,-0.19150690624335515,0.2517576327811881,0.3253392521884585
GBP4,0.566964752488258,0.3466511274523633,0.3387655012297258,0.44987600727274435,0.10775313138606996,0.4504507413075809,0.3885843415644386,-0.3885843415644386,0.44210379919239134,0.670422893397662
GBP5,0.6836567483239692,0.30359279813563916,0.39152653528828973,0.4669236369395016,0.0941333054300264,0.5233491640839845,0.5559280313111551,-0.5559280313111551,0.423171417758496,0.7256777174983097
GBP7,0.1674286946714153,0.626148229191371,0.36083843803750915,0.4689486093125894,0.647010114114823,0.19758325109721434,1.0,2.7397904249340828,0.8720062010602719,0.43167127147047846
GCA,0.3601189764134418,0.3443607839354064,0.3021059302884875,0.16894120428940057,0.24540450094263636,0.05567932421167415,0.043758295202816204,-0.043758295202816204,0.605476223452522,0.23338798366149768
GCAT,-0.1709640377443363,0.12590813407842094,0.16722650791210994,0.17772722868155638,0.3172487995572357,0.487276807450998,1.0,1.7364597592547912,0.6713192965518131,0.6986533195837008
GCC1,0.009427379632226266,0.030701310163320606,0.06863397691498442,0.08313674040667314,0.8919437264993931,0.7159973698311886,,,0.9676821902569774,0.8515141071592304
GCC2,-0.10031066465511382,0.18106494442775034,0.18487537745767835,0.1493649609005027,0.5926346335787424,0.24028297630346462,1.0,2.805041817341001,0.8500779602818798,0.4787086577006733
GCDH,-0.03326521493751385,0.10366163911634682,0.09732775578373708,0.08376638792557578,0.7356155237584074,0.23097417702349948,,,0.9111418096123999,0.46999312027459766
GCFC2,-0.09976421304306773,0.0865740453360829,0.11558172834130476,0.09297552637528206,0.3969674169990909,0.3634580674985518,,,0.7351559166600521,0.5981790781605688
GCH1,0.4575516276294106,0.2339531535107362,0.24265509184503928,0.3077527807135236,0.07204192835850949,0.4564664089878382,0.48868468740269844,-0.48868468740269844,0.3863692975408434,0.675095741015429
GCHFR,-0.2346378216432813,-0.07632844844193368,0.11914267522290045,0.10670307274599694,0.06106990067215805,0.48310061836226503,0.6746967393944893,0.6746967393944893,0.3667694139371399,0.6962348019265403
GCLC,0.1209150032288721,0.03301415255444731,0.10386167745867338,0.13970009105932663,0.2562804809619259,0.8157120494199417,0.7269639691283224,-0.7269639691283224,0.6149780315430976,0.9063850287088026
GCLM,0.24329779028516463,0.29207494855724425,0.12669493122932182,0.09684226667517383,0.06729880531388577,0.007105565211541083,0.20048335915796384,0.20048335915796384,0.3780825362471038,0.10401186492840482
GCN1L1,0.0736823632021682,0.17583948812899383,0.08750943208423032,0.10081144427834791,0.40846177582985865,0.09727357513111909,,,0.7438205233894905,0.30160755907757103
GCNT1,0.5376246070447257,0.5239328911425561,0.15502848297950553,0.15293721906589317,0.002084782653162519,0.0028340560202200897,0.02546705586530291,-0.02546705586530291,0.133111860735898,0.08150319339170584
GCNT2,0.04285291022606435,-0.12547924460396745,0.18711390832482538,0.17953699702171694,0.8208772433523076,0.49307899253231957,,,0.9432074959625599,0.702604157922747
GCNT4,-0.35714173924486403,-0.12091744960016794,0.1278394159084978,0.08925885875022536,0.010318861323724709,0.1914094588218712,0.6614300813569586,0.6614300813569586,0.20526597197788538,0.42422480799418255
GCSAM,-0.24912866506680179,0.1754714550719141,0.2565030684281692,0.1707924115458504,0.34152781863472204,0.31713681344241157,1.0,1.7043406868690236,0.6913124693491564,0.5544305642639314
GCSH,-0.10648703558668585,0.03380247366625759,0.14041738729751393,0.14378393552319596,0.45593629905391053,0.8166523561112781,1.0,1.31743276052361,0.7722950528109312,0.907123138506232
GDAP1,0.48290931634267764,0.5598979532360486,0.08989959834537496,0.09701170012757822,1.864231967033259e-05,1.4633378533935171e-05,0.15942669625105974,0.15942669625105974,0.016432918691230314,0.020842504153215233
GDAP2,0.06721008474361281,0.015361862575871353,0.12032782397036405,0.11937483619128561,0.5818609923995133,0.8989585834860836,,,0.8470169152925362,0.9517250177191754
GDE1,0.059262110108885636,-0.01428757160557447,0.12811537259762806,0.1072722801466657,0.6480202480945894,0.8954438346210831,,,0.8723086115588368,0.9498615980359184
GDF11,-0.010381979944325303,0.14458668606551145,0.21830741744276017,0.2184444965693018,0.9624800839274401,0.5159885384265035,,,0.9894268165501056,0.7203344666117659
GDI1,0.06367535048153629,0.06302590000238589,0.102276243165868,0.132499902364245,0.5396834124881054,0.6397344309332516,,,0.8226041810245994,0.8040061975783679
GDI2,0.1344509874711936,0.11216763913852885,0.10665634412916307,0.07059423243593886,0.22009200689926256,0.1285834900415117,0.16573584732829874,-0.16573584732829874,0.5822148656592049,0.3474979392672022
GDPD1,0.009961615463017603,0.0303448255082566,0.09675163341892856,0.10019837025098288,0.9188866308975735,0.7652968303515258,,,0.9755041343844838,0.8796630670663526
GDPD3,-0.18342807794982963,-0.2016332684901855,0.10830782791288565,0.13513877464819637,0.10384702319698774,0.15210535726596794,0.09924974815107247,-0.09924974815107247,0.4372373156132891,0.3786067669886
GDPD5,0.10592043953928935,-0.08218531329633338,0.13662326857473464,0.12857738983392794,0.44607624201279106,0.5303311065017853,1.0,-1.7759155235175188,0.7679989785537836,0.7306419329985722
GEMIN2,0.039546868068014905,0.10991122415347938,0.1036936356937787,0.11254932488812605,0.7064204281967781,0.34105769477562997,,,0.8975044731800647,0.5779200040368493
GEMIN4,-0.06939452592208041,0.07949174220984434,0.09878915034531252,0.10241521287081103,0.4894469713026206,0.4472028468736331,,,0.7927019187862996,0.6676299173371842
GEMIN5,0.09146306904928338,0.18844709249655744,0.06833413693806363,0.07363497020569282,0.193825600665385,0.01918057279472416,,,0.5558584443542178,0.1513377127170763
GEMIN6,0.16594664169834342,0.30485675944548984,0.08916461850662297,0.10586155274883795,0.07555706377107788,0.009595581186797653,0.8370770045449683,0.8370770045449683,0.39315287925302217,0.11486040786150464
GEMIN7,0.22783948887107552,0.21864803803194263,0.13590570754747894,0.15284208822832104,0.1071913835706061,0.16880078242669033,0.04034178133332249,-0.04034178133332249,0.44128742155828915,0.39807985263780304
GEMIN8,0.253658260290384,0.39423718549480524,0.09927952624237216,0.09754362388546022,0.017701302266989367,0.0006966603854275579,0.5542059818729682,0.5542059818729682,0.23871336173702914,0.05944019893587876
GEN1,0.43211700261783637,0.4126214005727687,0.0870736826405227,0.09502281827515097,5.116892953300911e-05,0.0003508603552035148,0.045116489115124114,-0.045116489115124114,0.026904623148456194,0.04813061897766614
GFER,0.007692640735292046,0.048620841866405654,0.09749000962223113,0.08422546666137605,0.9377891318130704,0.5705347935530336,,,0.980141380113128,0.7571610157753283
GFI1,0.44239314721473005,0.10735489689294428,0.26252912094443687,0.1498819736367547,0.10548780051344535,0.4825406813956584,0.757331465080683,-0.757331465080683,0.4395219565315742,0.6958856014202884
GFI1B,0.31807537116731277,0.41728794138192477,0.18101102570464986,0.23455736151218365,0.09218661830696402,0.09123639364886632,0.31191528552025044,0.31191528552025044,0.419066393555345,0.2918338401546594
GFM1,0.058743933586871216,0.1694168267029455,0.07991725877298593,0.09366382677874473,0.4697326671732108,0.08633933843260816,,,0.7810063129258609,0.2838036018246147
GFM2,0.06724449633309544,0.109118601550277,0.07924028355255366,0.09872151252283998,0.40484147361413336,0.2828226120639194,,,0.7406781436069589,0.5221427634572312
GFOD1,0.7506788211622037,0.5453211153832124,0.26855550121644983,0.2416385138651422,0.010281688847726306,0.03599466176528334,0.2735626741954113,-0.2735626741954113,0.20526597197788538,0.1915748846763502
GFOD2,0.06692061513888478,0.08660459983465091,0.08804186644439872,0.11314517414154465,0.4549163978404662,0.45342007646637206,,,0.7716964833672639,0.6731654512254869
GFPT1,0.09725313137651438,0.08127829811951244,0.11300445555501472,0.12495087323225683,0.39833392033394643,0.5231696747218302,,,0.7359528914811099,0.7256777174983097
GGA1,-0.027014392392934638,-0.05496213062921811,0.14213799678396336,0.13439532100449325,0.8509315194674092,0.6871429689188346,,,0.9534988341487592,0.8344611853448172
GGA2,0.1495883285690423,0.1433240599037723,0.07735434100788643,0.08797624906081149,0.06553556389997205,0.1197548668747234,0.04187672076554241,-0.04187672076554241,0.37432215340595565,0.33436230354040763
GGA3,0.039045563340191464,0.11495022740459886,0.12040535531226829,0.12286780930097901,0.7486535890494159,0.36123930174068775,,,0.9155809757844074,0.5960369766149364
GGACT,0.3627955509001833,0.46240723846530474,0.1685130392833502,0.17865555993572454,0.04204895492864555,0.018030968167253282,0.2745670042478769,0.2745670042478769,0.32437412707573104,0.14630683738181752
GGCT,0.09088892569607389,0.23352516280818642,0.10111522883348444,0.11545014200288356,0.37803904075166184,0.057404139709920275,,,0.7198787759931327,0.23521672399281354
GGCX,0.07323842270864402,0.09773797034233545,0.09003726780595733,0.09230612666334348,0.424316475608731,0.3029463085162999,,,0.7542447696925989,0.5409194555497372
