"Seed","Gene","CCI"
999999,"PLXNB3",0.0808691460331193
999999,"LINC02016",0.367145806324948
999999,"CCDC57",0.889814715019182
999999,"ZNF438",0.479137468329673
999999,"IGKV1D-39",0.125032647330176
999999,"MS4A1",0.0891400997111007
999999,"SLC12A2-DT",0.123916833284407
999999,"ENTPD1-AS1",0.0139620084819424
999999,"GRAMD4",1
999999,"STAT2",0.486772785879423
999999,"PHTF2",0.416408865570746
999999,"WASHC1",0.397627628185266
999999,"HTR2B",0.349190063530701
999999,"CCDC12",0.223896136668197
999999,"FAM210A",1
999999,"RPUSD1",0.687992590713467
999999,"TBC1D16",1
999999,"BCL2L2",0.506410980342438
999999,"ADAP1",0.144676898718247
999999,"LINC01095",0.155052310864216
999999,"ZFYVE19",0.59640120255462
999999,"NMNAT3",0.0997803875631997
999999,"CHMP4B",0.240594856862208
999999,"UBR1",0.0131228213490073
999999,"CYBC1",0.240677029181216
999999,"MIR1915HG",0.354363808988675
999999,"ZNF818P",0.0100379918455393
999999,"PI16",0.771889891240337
999999,"ZNF75A",0.18619060875736
999999,"CAPZB",0.545405735824996
999999,"LINC00163",0.70939332436111
999999,"LRRC41",0.271220050320298
999999,"NFIA-AS2",0.517415423563579
999999,"PSPN",0.533131776356558
999999,"NECAP2",0.156162105512326
999999,"G0S2",0.142502439094536
999999,"PMCH",1
999999,"SEL1L2",0.660440533587171
999999,"INHBB",0.0139240278444856
999999,"NCAPD2",0.467007496957279
999999,"SYCP2L",0.516410014520059
999999,"MIR181A2HG",1
999999,"ECT2",1
999999,"SIRT4",0.522289511880042
999999,"PRADC1",0.303110049374784
999999,"LINC01554",0.895619776404239
999999,"ESPNL",0.394906589894485
999999,"LINC01550",0.251710914355755
999999,"SH3BP2",1
999999,"ZFTA",0.684838314056113
999999,"GNAS",0.788459346988039
999999,"CPA2",1
999999,"RXRG",0.618730862755032
999999,"USP3-AS1",0.478302816752481
999999,"MRC1",0.434193808466303
999999,"CLSTN1",0.488820860931691
999999,"ZC3HAV1L",0.0796635982547322
999999,"LOC105374928",0.0645748767816311
999999,"ABTB1",1
999999,"PLSCR2",1
999999,"THOC1",1
999999,"DNAJC14",1
999999,"MASP1",0.191451925516587
999999,"RNF19A",0.0251037968015822
999999,"MTURN",0.485693001675511
999999,"MCM4",1
999999,"DNMT3B",1
999999,"BICDL1",1
999999,"C22orf23",0.987216761132892
999999,"LGALS12",1
999999,"LOC101928861",0.83554732642592
999999,"FKBP4",0.957526674381186
999999,"SIKE1",1
999999,"KIRREL3-AS2",0.0590474050978427
999999,"LOC105370291",0.255786636291877
999999,"TECTB",0.144503415012411
999999,"ATP10D",0.686949202311843
999999,"EID1",0.243777634178506
