"GeneSet","Mean_FHL","Mean_HC","Delta","t_stat","P_value","FDR"
"Ferroptosis_Core",0.384382445498358,-0.203115786052559,0.587498231550918,7.46403007317945,8.4056373477218e-08,4.2028186738609e-07
"Ferroptosis_Defense",0.243026844930935,-0.125424119147506,0.36845096407844,4.02426033567881,0.000735436791344732,0.000974455691669521
"Ferroptosis_Drivers",0.2259209687702,-0.136505253739124,0.362426222509324,3.88921621913767,0.000974455691669521,0.000974455691669521
"Iron_Homeostasis",0.324090845097969,-0.18562127145759,0.509712116555559,4.20837907868664,0.000916269066133822,0.000974455691669521
"GSH_Metabolism",0.334085667772696,-0.154173340481878,0.488259008254573,5.267762635677,4.09430675880313e-05,0.000102357668970078
