"Gene","logFC.unadj","AveExpr","P.Value.unadj","adj.P.Val.unadj","logFC.adj","P.Value.adj","adj.P.Val.adj","CCI"
"AARS2",-0.750213079103029,-0.116185968854545,3.545441106616e-07,3.72419551558213e-06,-0.289002368000837,0.271644031530337,0.625611347673176,0.614772954443323
"AARSD1",-0.203161980860606,-0.0335422427181818,0.0109370304973592,0.0248600624024593,-0.0346553955579006,0.841377287883753,0.952153714474684,0.829419877621303
"AASDH",-0.768694724527272,-0.153982027513636,2.50253049340069e-09,5.72840082581581e-08,-0.344823746047382,0.153628761128164,0.482959251272185,0.551416531108054
"AASDHPPT",-0.561253153787878,-0.178569432931818,1.11586264152276e-07,1.3862272664176e-06,-0.461369829786597,0.0125300966088718,0.129958143555451,0.177964833386097
"AASS",-1.0677763267697,-0.368714600377273,1.70879342264528e-07,1.98537995324211e-06,-0.830468559089205,0.0391542254366786,0.243532220717013,0.22224482949384
"AATBC",-1.74050238766666,-0.396459704704546,3.27985022522534e-14,6.31001815853037e-12,-1.53692981226355,5.35911928953929e-05,0.00562338440291495,0.116961962733084
"AATF",0.130529791818182,0.0249437777727273,0.157697697963776,0.230833802180851,0.131772955407873,0.537385732373602,0.823189431419178,0.00952398354716307
"AATK",0.428996245121212,0.10985848525,5.95868058024637e-05,0.000303259351265875,0.201076558883558,0.2639097623134,0.618366576059103,0.531285970051452
"ABAT",-1.20413112781818,-0.300015534136364,1.56700201559226e-11,8.92355414479273e-10,-0.813154584724875,0.0120729443278235,0.127090386042771,0.324695985396319
"ABCA1",1.99698182333333,0.466734509772727,1.17329292152767e-14,2.66549684459824e-12,1.9661290056615,1.89670351717046e-05,0.00291396428842987,0.0154497238339079
