"Gene","logFC.unadj","AveExpr","P.Value.unadj","adj.P.Val.unadj","logFC.adj","P.Value.adj","adj.P.Val.adj","CCI"
"CCDC144NL-AS1",0.0667303236666667,0.02403164025,0.136704505217366,0.204864891853814,0.0395138548101047,0.700247579830028,0.89760069145976,NA
"CCDC146",-0.618146512060605,-0.125221227772727,2.95527482218589e-05,0.000165852453013569,-0.0490212930282091,0.867022552656671,0.961198116199409,0.92069632025457
"CCDC148",-0.0226757052424242,0.0249375781136364,0.688913736550227,0.756388321029825,0.110864745643359,0.382681534341203,0.723136374290452,NA
"CCDC148-AS1",0.112186628363636,0.0321557425454545,0.0364490677518612,0.0677501639432401,-0.0118453299798581,0.922181693764735,0.979044664575451,1
"CCDC149",-0.766692011224241,-0.204980492036364,2.15388036141158e-05,0.00012608584188033,-0.232781618530392,0.453598977546227,0.77220661816841,0.69638183896205
"CCDC15",-0.0609243508181817,-0.00422124106818183,0.742110293331126,0.80120148200638,-0.408409600202602,0.290019195651317,0.643132302978942,NA
"CCDC150",0.176276792260606,0.0783365151681818,0.0186644244413401,0.0388819416588448,0.0275711478234116,0.862999463164913,0.959912158752369,0.843591731674747
"CCDC152",0.212788505878788,0.0673100875,0.00039738478991139,0.00154574721103055,0.165770617165662,0.199661072310061,0.549325128124732,0.220960660064547
"CCDC154",0.0980312565151514,0.0309203135227273,0.19414692987053,0.27402562375315,-0.16637336558734,0.281312484970147,0.634923994906,NA
"CCDC157",0.243138375563636,0.0721618589636364,0.00364608127321825,0.00996825830105951,0.154330599419901,0.402256405162185,0.737710929707681,0.365256105449679
"CCDC158",0.0187924942,0.0393884982590909,0.776357764117601,0.829495174499994,0.278633380828086,0.0689544293109193,0.323835037663356,NA
"CCDC159",-0.0400756124969696,0.0243906435545455,0.645774556938394,0.719042476845477,0.0576952662237404,0.736017484553143,0.912120089521377,NA
"CCDC160",-0.0196934162121212,0.0206992003409091,0.69613241104727,0.762393334935866,0.125399139981516,0.290036622035654,0.643132302978942,NA
"CCDC162P",0.0585510446363636,0.0264575424318182,0.329453707330849,0.421690477106825,0.103057134012909,0.46860137147528,0.781734418237216,NA
"CCDC163",-1.17343561543636,0.15363465885,0.000209132209783669,0.000891420826333382,-0.676965150853759,0.320939019266424,0.671795016313908,0.423091355036111
"CCDC167",-0.131317260818182,-0.0178348431136364,0.284674186745084,0.374741052266496,0.0140525759906991,0.957824862619458,0.987599856316627,1
"CCDC169",-0.000175668969696941,-0.00851395572727273,0.997237672436475,0.998024945644449,-0.129847028380581,0.270305165644264,0.624178177434,NA
"CCDC17",0.196103631969697,0.0653072612954546,0.0653429822173359,0.110316972507804,0.148719761874656,0.503434338292915,0.801675285158726,0.241626682887561
"CCDC170",-0.0765224307878787,0.00434682618181818,0.196142120221186,0.27620276803979,0.00806016104209167,0.948462699418065,0.985364435628223,NA
"CCDC171",-0.285281709969696,-0.0559419335227273,0.0136971657468189,0.0300095387835557,-0.391344610886463,0.142468554290386,0.46365590503061,0.371783038344915
"CCDC172",0.0764390605757575,0.0125966199318182,0.15335889847966,0.22537879547403,0.111348110477233,0.382234290480456,0.722546983554053,NA
"CCDC174",0.215781109624242,0.0961319177818182,0.0370001364242263,0.0686488433680626,0.475853539473536,0.0260034691992958,0.196910557587902,1
"CCDC177",0.146792687969697,0.0285153062954546,0.00334766631230044,0.00928554540838758,0.10889445989237,0.326486404818492,0.676641806570156,0.258175176171927
"CCDC178",0.0908726807757575,0.0535913819636364,0.165855345553593,0.240695950003192,0.0906507721976885,0.555997194075164,0.831337887969215,NA
"CCDC18",-0.145016844666667,-0.00446724377272727,0.288352871722864,0.378753572127061,-0.400564008482693,0.175422688762572,0.515585762763709,1
"CCDC18-AS1",-0.918884107060605,-0.264007648795455,1.06694404330611e-08,1.91467143233629e-07,-0.59199616056895,0.0550500836789651,0.288560269259769,0.355744477437235
"CCDC181",0.190834738169697,0.0302757600090909,0.135508957975434,0.203473055657812,0.311921983492005,0.282818397276422,0.636232880296931,0.634513645071441
"CCDC182",0.27234999630303,0.0517174825,6.13812562495139e-06,4.28085149316907e-05,0.12473776494976,0.27930946067521,0.633392113488277,0.541994614859584
"CCDC183",-0.919128357030302,-0.256621050409091,1.4776475676023e-07,1.75501467219951e-06,-0.869206929652062,0.0181898216742633,0.162869451511066,0.0543138800978095
"CCDC184",-0.0490259048,-0.00348976194545454,0.307128644154686,0.398464896471648,-0.117535845125317,0.305518364185541,0.659075930139,NA
"CCDC185",0.0626703787272726,0.0267516010454545,0.281752124063826,0.371614885392069,-0.00847295989557575,0.950855621476851,0.985417926654283,NA
"CCDC186",0.305863468515151,0.0499744657045455,0.00571163136810916,0.0144790940011836,0.432988041543557,0.0777381059322041,0.343356797897799,0.415625225351516
"CCDC187",0.0932984058484848,-0.0193681372954546,0.362101347553774,0.454301996181825,0.0912966262355237,0.702989944599121,0.899212355011334,NA
"CCDC190",0.0894094807575756,0.0305955214318182,0.0625050143430428,0.106281915860791,-0.0249718115371814,0.822650731535397,0.945163652241995,NA
"CCDC191",-0.942306297909089,-0.120825458386364,2.66982498275471e-08,4.1404584245989e-07,-0.699543701849022,0.0242794178353793,0.19013090131079,0.25762599337258
"CCDC196",0.0350531049878787,0.0257969621681818,0.29345756610921,0.384111941419686,-0.0403925299159756,0.60533351890478,0.856257780981128,NA
"CCDC197",-0.0731294723333333,0.0485071840681818,0.362284796285432,0.454473594593123,-0.127912105463315,0.498714969123079,0.799014041985397,NA
"CCDC198",-0.0459181944848484,-0.0415261507727273,0.414388422820935,0.505815621232301,-0.0555448433554339,0.667643009767986,0.885186405344879,NA
"CCDC22",-0.316955454696969,0.00459417647727274,0.0255911102815932,0.0505455197986888,-0.460218554616244,0.129445282626219,0.442204909624695,0.451997584506767
"CCDC24",0.116096181,0.02073509025,0.0715478261363386,0.119199861689929,0.240367542912079,0.108161273784122,0.405842351113481,1
"CCDC25",-0.844170066545453,-0.322645680090909,4.99433499661003e-07,4.99316591070259e-06,-0.459282966281768,0.111621758559172,0.411121533982602,0.455935498683027
"CCDC26",-0.178801744193939,0.0129337167818182,0.0377774377198799,0.0698050690064926,-0.209642534516312,0.296564469511976,0.650497484848172,0.17248595902354
"CCDC27",0.142450960242424,0.0327366609090909,0.0354997728437574,0.0663304344131689,0.150191473611123,0.343118612345408,0.691630459331359,0.0543380918986149
"CCDC28A",-0.0157213191212121,-0.0161411561136364,0.858570612221572,0.89510086626767,0.294099789239679,0.151807657166441,0.479815359566956,NA
"CCDC28A-AS1",-0.106844809848485,-0.0109157887045455,0.0171783950566956,0.036242306504222,-0.00163960464783754,0.986843843488157,0.997294182689201,0.984654335103758
"CCDC28B",0.157509450454545,0.0479580917954545,0.0144670479800914,0.031415884646619,0.232940612889065,0.121603810142592,0.428381617551147,0.47889928011836
"CCDC3",0.169867418090909,0.0483071511590909,0.0134826519172856,0.0296148824839788,-0.0140037533435615,0.923962193539815,0.979320910355873,1
"CCDC30",-0.0844826587575757,0.0429812613409091,0.21593167413586,0.299313313070966,0.117565240254227,0.41795016287667,0.749696343167246,NA
"CCDC32",-0.186722358484848,0.0233080900454546,0.117985552456581,0.18096541497596,0.57856942195265,0.0212253928650189,0.177088868317072,1
"CCDC33",0.210281891212121,0.0486997194090909,0.000544802195067963,0.0020163346404985,0.0615367875241846,0.632612101515268,0.868470491326554,0.707360499901013
"CCDC34",-0.172301254454545,-0.0464476691590909,0.157067735980271,0.230053600950527,-0.542098480370034,0.0292047784466693,0.208445201780957,1
"CCDC38",0.196592940818182,0.0487671915681818,0.000621129044774482,0.00225658570111587,0.162181755608545,0.202990777956648,0.553695169342191,0.175037745843893
"CCDC39",-0.42500689460606,-0.0513786099545454,1.55932837726869e-05,9.54686281438441e-05,0.026936488060942,0.886435746918192,0.96738733521249,1
"CCDC40",0.110696085939394,-0.00255160554545455,0.169424194386243,0.245108981174597,-0.193380775262298,0.286364506366899,0.639409664728684,1
"CCDC42",0.0512145155151514,-0.00376611472727273,0.341928891266692,0.434093779977422,-0.088849904518928,0.473797546964377,0.783713832033464,NA
"CCDC43",-0.146249711272727,-0.064812909,0.0905711810076684,0.14538090577411,-0.0131969776154177,0.944835967192254,0.984770954140787,0.909764077476995
"CCDC47",0.388464435393939,0.100490632,2.62773097949265e-06,2.0775710872664e-05,0.246468166055346,0.129264264800908,0.442165365180744,0.365532224834419
"CCDC50",-0.768243647575757,-0.240795760681818,7.99246723653986e-06,5.37233672761438e-05,-0.562419862180859,0.104172929865246,0.398202269479046,0.267914724767837
"CCDC51",-0.277456888424242,0.0206158838636364,0.0175951470920084,0.0370014048628569,-0.193186647463236,0.466934116136029,0.780233024263294,0.303723729620127
"CCDC54",0.00389806478787879,0.000843354409090913,0.934889664267353,0.95268986354406,0.0668712472822458,0.547254292031711,0.82743639648305,NA
"CCDC57",0.278458276454545,0.101778878840909,0.00039231745773272,0.00152770592813316,0.397791982222486,0.0118216493388486,0.125268806915308,0.428551477396725
"CCDC59",0.194259457684848,0.0866466256454545,0.0447466209610363,0.0804076144920001,0.291085741211967,0.167601100137619,0.504527980467839,0.498437938008673
"CCDC6",0.123129128636363,-0.00938197665909092,0.330768581614018,0.422967847926189,0.0743698959080163,0.801416610949203,0.938178474225426,0.396000794193448
"CCDC60",-0.00732063984848483,0.0393790968863637,0.90798643560298,0.932382996972662,0.120968764731196,0.415396434770735,0.748438601007707,NA
"CCDC61",-0.183229046424242,-0.0829520449090909,0.0244940205014647,0.0487256458135799,-0.217682577748699,0.228171314455574,0.5809703612971,0.188035314251893
"CCDC62",-0.0246771641212121,0.0287139724545454,0.783565857813936,0.835024147593024,0.033940815377108,0.867767494324965,0.961198116199409,NA
"CCDC63",0.115608088848485,0.0217819258181818,0.0463353799314719,0.0827127006968638,0.147428035889302,0.279163733913705,0.633128880387338,0.2752397981643
"CCDC66",-0.231255494515151,-0.0745408182045454,0.150653748811944,0.222009154167577,0.205987772621756,0.52372061953169,0.814214751754458,1
"CCDC68",0.3044493302,0.0984582886227273,0.00225302447441694,0.00667221434630063,0.203633159522837,0.294616286900833,0.648404730014034,0.331142691662137
"CCDC69",-0.317990964363636,-0.0228439062727273,0.00640568044682766,0.0159265695589713,0.0174376254347613,0.946539117326028,0.985027150530534,1
"CCDC7",-0.621346609999999,-0.2812820575,0.00093734201549615,0.0031982533533168,-0.55283435746597,0.155111944135151,0.484893655466196,0.110264144732406
"CCDC70",0.11838605880606,0.0323610362590909,0.0384688326375104,0.0708618926053683,0.185448275725113,0.153871898277922,0.483296718300487,0.566470559079207
"CCDC71",0.117414484575757,0.02223017375,0.0882185696045068,0.142353600869295,-0.0797631680973555,0.57831792346145,0.842484429737313,1
"CCDC71L",0.111217177939394,0.0134322368181818,0.331153894843274,0.423435208932286,-0.400035950686682,0.0997244505790942,0.390316905224319,1
"CCDC74A",0.161582059121212,0.0367540162045455,0.0115224545006744,0.0260025378697984,0.0835020554245154,0.569435414869539,0.838289883311147,0.483221987152202
"CCDC74B",0.200602807818182,0.0504233280454545,0.00610809856515634,0.0153078799271111,0.0970804583150302,0.558541577287821,0.833111362923895,0.516056333553316
"CCDC77",-0.732402145242423,-0.162651145886364,3.65214784742908e-10,1.1391871454092e-08,-0.456115231594279,0.0319213965379553,0.219923274698152,0.377233894579451
"CCDC78",-0.0691856869999999,-0.00803577856818181,0.485978390711427,0.575025960419023,-0.0873556166560535,0.708297106226433,0.901181640968315,NA
"CCDC8",0.218254724121212,0.0534630014545454,0.00128370128869929,0.00415544050631703,0.209804773970771,0.172084913944676,0.511021638424369,0.0387160011517009
"CCDC80",0.175622296060606,0.0419794045909091,0.00859115087612331,0.0203194182035235,0.0867220875158509,0.566898172670373,0.837205456430281,0.506201151783576
"CCDC81",0.0393114811818181,0.0141319871136364,0.514505110185072,0.601810627595016,0.0409363092828953,0.757436812085152,0.919690522407014,NA
"CCDC82",0.739309687848484,0.204575740113636,4.89047350612598e-07,4.91232651567828e-06,0.310488840722373,0.252958116053051,0.6072985461847,0.580028713507126
"CCDC83",0.062677184260606,0.0249776304409091,0.0979665693832044,0.155231753332202,0.0343216373314936,0.692513815659087,0.894059158055729,NA
"CCDC85A",0.140146112484848,0.0474971269090909,0.0172740795395028,0.0364118022471704,0.0368198896862807,0.785633918490267,0.931498102790497,0.737274983704872
"CCDC85B",-0.204324138787879,-0.101908883181818,0.0616895488908004,0.105154878397433,-0.523285795340839,0.034374019393923,0.228034946603409,1
"CCDC85C",-0.365575461151515,-0.115094852318182,0.00183287067977417,0.00560598014416749,-0.132079358264302,0.545650947076191,0.826786273901807,0.6387083590122
"CCDC86",-0.508358231757575,-0.0669427725454545,0.00271913730810666,0.00779619737576329,-0.557251841536089,0.115850172738955,0.417902101155469,0.0961794394662816
"CCDC87",0.0882529687272726,0.0485491299090909,0.0998270447653506,0.157677783272001,0.0218846282835434,0.860176165522762,0.958714247384202,NA
"CCDC88A",0.262509624454545,-0.00915530570454544,0.0688463374037869,0.11541949562395,0.746507382056565,0.0153671989677613,0.146830663962658,1
"CCDC88B",-0.053831350969697,0.0357888876818182,0.661231683221042,0.732662408301009,-0.234889102494284,0.362750988148542,0.707926069773964,NA
"CCDC88C",-0.328486561515151,-0.0850833243181818,0.0271488329457229,0.0530481588028102,-0.270010602887343,0.414100461374636,0.747692774753056,0.178016288879784
"CCDC89",0.0200162126060606,0.0452621254545454,0.703449600690739,0.768571900466061,0.0715690004506849,0.569889309664013,0.838532081947655,NA
"CCDC9",0.408283301818181,0.0782603537272727,1.62427673711946e-05,9.89062723729288e-05,0.290209836541188,0.123022055090939,0.430748645100343,0.289194940746252
"CCDC90B",0.16356419060606,-0.0573456702272727,0.246513125109953,0.333225344282883,0.583057016553219,0.035218285374618,0.231055755506903,1
"CCDC91",-0.260053726424242,-0.0831293197272727,0.207364978472225,0.289448925764714,-0.525854437500741,0.245797789409006,0.600987776792019,1
"CCDC92",-0.420794575151515,-0.139137696818182,0.00133309291530995,0.00428867116698464,-0.0848509127240668,0.753924361804148,0.918718864069986,0.79835549758807
"CCDC93",1.49210469275757,0.41817803225,1.15651194520934e-13,1.75158245318761e-11,1.31312376612622,2.56257803326873e-05,0.00351613246405661,0.119951989629214
"CCDC97",-0.454686706527272,-0.110446524922727,0.00131354735136042,0.00423620314243794,-0.634335438430634,0.0272410112422796,0.2014733610437,0.395104429763192
"CCDC9B",-0.397208239151515,-0.0460782233636364,1.59354475615588e-05,9.7201223272519e-05,-0.241477684596338,0.210239044873801,0.56113535509413,0.392062749976778
"CCDST",0.00521533948484847,0.0901761649318182,0.957170033936048,0.96910516189571,0.102318729186109,0.65445928147549,0.87943480719287,NA
"CCEPR",0.0279502168363636,0.0205383995545455,0.45684388352865,0.547530650620402,0.10936547763157,0.213611650694178,0.564424251493959,NA
"CCER1",0.115906834212121,0.0254685477954545,0.0133438966816024,0.0293711516837374,0.00802324302838727,0.939472762502379,0.983086043296701,0.930778516358199
"CCHCR1",-0.127396683242424,-0.01691526975,0.229318180250355,0.314177823779196,0.299938024885489,0.212465968616679,0.563101735863836,1
"CCIN",0.279377541636363,0.0735096260454546,0.000130018607012648,0.000592393290538746,0.219023555323703,0.167662783077494,0.504571411023096,0.216030200420394
"CCK",0.114103766666666,0.0403285461818182,0.0216874737295007,0.043932460775326,-0.0811054036927517,0.467144363051865,0.780401147850471,1
"CCKAR",0.188603943818182,0.0678527205,0.00224333878523383,0.0066481404050331,0.115266204253689,0.404160676368585,0.739195892758748,0.388845206944305
"CCKBR",0.075241627090909,0.0121981479545455,0.193197003331787,0.272829123538573,0.306053175291833,0.0223660000248634,0.18139989765703,NA
"CCL1",0.168837640787879,0.0563943003181818,0.00396547471103643,0.0106868642673123,0.0784491968109885,0.552346175261942,0.829326212007427,0.535357184304955
"CCL11",0.0215899557575757,0.018387258,0.662922175179953,0.734192669379105,-0.0546409288714577,0.644190245609992,0.87410615675444,NA
"CCL13",-0.0495413955151514,-0.00438259599999999,0.408076757046017,0.499884078857208,-0.189638538527271,0.171386373525404,0.510402739972975,NA
"CCL14",0.119043080018182,0.0416395866227273,0.0146639037661165,0.0317722874315563,0.128196041597721,0.256362616709974,0.610616766916873,0.0768878088347643
"CCL15",-0.00140275618181819,-0.00215720531818182,0.970986020251634,0.97947125472242,0.00838697239026735,0.927293479765205,0.980374229537081,NA
"CCL16",0.0147735405454546,0.0473637328636364,0.814204867832905,0.860461471399598,-0.0434993039086517,0.769092091849987,0.92436537015845,NA
"CCL17",0.0663106871515151,-0.001916055,0.232629438901381,0.317939306735296,0.187059243270286,0.148878669261401,0.474963218087438,NA
"CCL18",0.265573381290909,0.0670331986681818,1.01810721767234e-05,6.59586069799191e-05,0.0107048601212239,0.928459496655845,0.98050522813034,0.959691517014283
"CCL19",0.255013920745454,0.0595771755318182,0.00364854854102465,0.00997245028716004,0.452608962873207,0.0263104752087743,0.197945191741834,0.774840218722746
"CCL2",2.89720695145454,0.854374000954545,7.82155774194516e-09,1.47032892235246e-07,1.38491062214273,0.134096197198075,0.448843932784466,0.521984226412464
"CCL20",3.85774283659394,1.01896030982727,6.83712865809293e-11,2.92013764987149e-09,2.77437511246166,0.0123100753290517,0.128485659165151,0.28082943058195
"CCL21",0.215895161060606,0.0717713972045454,0.00187358033680546,0.005710863273263,0.00323482224154535,0.982618298562063,0.995852782034591,0.98501669872704
"CCL22",1.63547712266667,0.433800584363637,5.09175619524454e-09,1.02676537818175e-07,2.32983164883507,3.78948003282875e-05,0.00459797421028739,0.424557773719422
"CCL23",0.37114891560606,0.0993128330227273,9.65508892380555e-07,8.73292774112102e-06,0.1769039896753,0.194761596292222,0.542896996321682,0.523361157107441
"CCL24",0.182217583272727,0.0328518591818182,0.014452802098045,0.0313986966808896,0.311129046591387,0.0709323513507913,0.328492082538086,0.707458967479097
"CCL25",0.0288136008181819,0.0150975768409091,0.567150899093038,0.649201728673447,0.152043548707994,0.205436260383425,0.55685669013945,NA
"CCL26",0.163880091666666,0.0552745997045454,0.00276240893464748,0.0079002601847324,0.182711655634975,0.144785842052552,0.467549018150953,0.114910626280416
"CCL27",0.0392236497878788,-0.000373780886363637,0.536524898367688,0.621844732952075,-0.203970363454546,0.159889031817344,0.491851091106221,NA
"CCL28",-1.09118041051515,-0.313013012113636,9.72978956164743e-05,0.000463070327811413,-0.549704480360134,0.309384700740719,0.661766466198396,0.496229518910978
"CCL3",3.10166274736363,0.726337184931818,7.49956899335814e-12,4.92779371855886e-10,1.33065277064006,0.077498462870367,0.342929895274904,0.570987280364026
"CCL4",1.46687370260606,0.450997033045455,9.79476070190047e-05,0.000465851035164999,0.109949213732431,0.888997217276075,0.968410338261193,0.925045207684142
"CCL5",-0.960587330696969,-0.220771098340909,1.6245401769676e-07,1.90093454680236e-06,-1.20516645357314,0.000914592706900862,0.0281970144648846,0.254614146012851
"CCL7",2.9796931150303,0.773920864636364,4.59688999234219e-10,1.37681045983825e-08,1.32241823628342,0.112290598719165,0.412051794942327,0.556189786923753
"CCL8",0.65783222271515,0.301768598236364,0.122003720863369,0.186245582889216,-0.651605035106456,0.48633286069243,0.790985395284604,1
"CCM2",-0.36018688230303,-0.118982391909091,0.000622058337322144,0.00225892649702319,-0.154422755363843,0.470451714132708,0.782789285390291,0.57127046277625
"CCM2L",0.0567035638787878,0.0191152446363636,0.227410128440144,0.312184577837444,-0.0516964472515381,0.629801020316951,0.866873357637068,NA
"CCN1",0.165979711636363,0.0431486773636364,0.00249622830590519,0.00725857236827414,0.0112237595407543,0.922912485814153,0.979117793325651,0.932378726109948
"CCN2",-0.194975810575757,0.0310342379318182,0.0137394507998444,0.0300867485470342,-0.345207820949202,0.0453003421509754,0.262663592880941,0.770516147258547
"CCN3",0.0382440472727272,0.0309923204545454,0.527048663614868,0.613191185589512,-0.0668963550323301,0.626084408594565,0.865008288942135,NA
"CCN4",0.0863849616363635,0.113064376681818,0.336616706496272,0.428981904113378,0.19350973761484,0.354742072570426,0.702048990389786,NA
"CCN5",0.0928262918484848,0.00699509829545455,0.149606810888839,0.220700017030337,0.00231846595456602,0.987729024899982,0.997509357097726,NA
"CCN6",-0.304832468454545,-0.0286556249318182,0.00095340339393818,0.00324667987203793,-0.0818140163957833,0.680945064734726,0.890780180393414,0.731609900970956
"CCNA1",0.818644943878787,0.285404882090909,0.00316235408023374,0.00886015106053419,-0.326261596131285,0.532060496373478,0.819854152480543,1
"CCNA2",0.58258137860606,0.240676176954546,0.00389976303605581,0.0105497136603714,-0.104674613523723,0.783920621659031,0.930810390632672,1
"CCNB1",0.395294621181818,0.124186100568182,0.0690725771010089,0.115723579583129,-0.450367315729506,0.283341831840714,0.636517860939205,1
"CCNB1IP1",-0.439305864030302,-0.0840783506136363,1.45829976571514e-07,1.73629291340104e-06,-0.228849888188793,0.115110817575304,0.416699681019442,0.479064799888474
"CCNB2",0.663399848515151,0.305484441704545,0.0125123775753378,0.0278074537539119,-0.336285025944459,0.49144122070354,0.793663338702413,1
"CCNB3",0.0578222581212121,0.0140746247727273,0.139427314577497,0.20821798402069,0.0314516769816193,0.729331175141246,0.909794386532218,NA
"CCNC",-0.129888438333333,-0.00946921852272727,0.464032423217561,0.554310700778151,0.0122337153426382,0.976129437569558,0.993480666122387,1
"CCND1",0.0607532129575757,0.0516804548272727,0.496422481357425,0.584791598046548,-0.190554356739116,0.330950576839804,0.679779192469199,NA
"CCND2",0.250814774484848,-0.0234474867727273,0.197142381415368,0.277373537694372,-0.041250116689741,0.915834175093785,0.977113522127275,1
"CCND3",-0.249277848333333,-0.0749266473863636,0.228952141098473,0.313828994152192,0.0855251099590707,0.852479647754328,0.956406090584167,1
"CCNDBP1",0.282216159333333,0.114343070409091,0.0196072844445453,0.0405062938292798,0.270688113907928,0.212117557064785,0.562941748220621,0.0408482825811158
"CCNE1",0.401595753969697,0.13665796425,0.00318977925296906,0.00892372561207333,0.747192900710961,0.0125002112584795,0.129835608669664,0.860559762709398
"CCNE2",0.852682930181818,0.312398198727273,9.6680257764373e-06,6.30992330243944e-05,-0.19040020738056,0.573531518391444,0.839955307657868,1
"CCNF",-0.155173268454545,0.0314034765227273,0.357379368849651,0.449884250282026,-1.09253764532847,0.00238941479071131,0.0502685179827359,1
"CCNG1",-0.142004465030303,-0.0911743571363636,0.124252831286166,0.189084245144736,-0.140090779468485,0.472176408642278,0.783116594064936,0.0134762351409833
"CCNG2",-1.22731994009091,-0.332853001295455,8.33282845521264e-08,1.09036489988398e-06,-0.512332289377944,0.212924239846825,0.563524607411719,0.582560119295385
"CCNH",0.526201748454545,0.11932694275,2.76173145522421e-10,9.15788435191194e-09,0.568280341344382,7.98620874734209e-05,0.00704733420659051,0.0799666535001504
"CCNI",0.341964555454545,0.0139343654090909,0.0106554022819824,0.0243203796946384,0.357356671613604,0.202778783718561,0.553468932299318,0.0450108524803105
"CCNJ",0.0137128618181818,-0.0152249247272727,0.894731604888123,0.922285727778436,0.315430009471462,0.180814517038615,0.523317528496476,NA
"CCNJL",0.195466137060606,0.0412743878409091,0.14390393091263,0.213526156520235,-0.51837771505649,0.0759387152054397,0.339474830063254,1
"CCNK",0.555679296563636,0.0726911805772728,0.000192565991845289,0.000828914887292106,0.504397169602542,0.113186871036148,0.413423711562554,0.0922872730336116
"CCNL1",0.601586536848484,0.177238514636364,0.0116261473065328,0.0261784453533328,0.490067148818998,0.367690762687279,0.711971890887203,0.18537547168808
"CCNL2",-0.230946864090909,-0.103390329568182,0.0117874390103719,0.0264690599439002,0.00936688191748892,0.96370473637166,0.989499839032487,1
"CCNO",0.0413414763333333,0.0143303982045455,0.520795094302993,0.607465268079574,-0.0199950108688872,0.895116977607353,0.970585685605429,NA
"CCNP",0.197860067636363,0.0652251628181818,0.00937754374134973,0.0218741066735689,0.0643318807247256,0.68578495882732,0.892256110346946,0.674861726809081
"CCNQ",-0.329163051515151,-0.0475639304545455,0.000232530916570221,0.000976154457117569,-0.206043404145789,0.248535033317026,0.602883547204681,0.374038479721942
"CCNT1",0.517305095515151,0.131388064363636,0.000229022398724975,0.00096407910994911,0.492182917962865,0.110161194681886,0.409057957299891,0.0485635609818771
"CCNT2",-0.344353876727272,-0.0820886942727273,0.000359522859089322,0.00141653333133809,0.0630280647320962,0.73233444565087,0.910832969532576,1
"CCNT2-AS1",-0.0484328927696969,-0.000934202149999998,0.377989183538135,0.469926277768214,-0.131412530346074,0.29282486846524,0.646400151547984,NA
"CCNY",-0.178866839527272,-0.0742388290818182,0.0889833614044593,0.143295353502166,-0.0396228148489198,0.868173770121246,0.961198116199409,0.778478699832573
"CCNYL1",0.492300536151515,0.152043894340909,1.50321990594782e-06,1.27740792246381e-05,0.246219888041988,0.200443247564717,0.550015328647395,0.499858582387956
"CCNYL2",-0.0325235499818181,0.0129926404863636,0.475063995698734,0.56499173692061,-0.0929866604968754,0.394190357619805,0.731778327099623,NA
"CCP110",0.425248680151515,0.168916308977273,0.00856535187461106,0.0202741176327111,0.511146734384115,0.154178180112769,0.483641143543777,0.201994875567855
"CCPG1",-0.40431545490909,-0.13933468,0.00837064850679428,0.0198904193682644,-0.822695517564962,0.00639578472323039,0.0878086245440585,1
"CCR1",0.475302251727272,0.11135453575,0.0114202249721221,0.0257980558095179,-0.0702308878457022,0.821419733771557,0.94481446283811,1
"CCR10",0.100649710393939,0.0132972254772727,0.171925211144649,0.248239545908992,0.0123858766523009,0.943504807207716,0.984328159822764,0.876940762136095
"CCR2",-0.906821118787878,-0.246154792727273,5.30396355207764e-07,5.24623166533664e-06,-0.207811253792967,0.500368558215946,0.800124551542088,0.770835449806526
"CCR3",-0.890396203496969,-0.124930468286364,2.44369753596267e-07,2.70389434613901e-06,-0.2516839121713,0.42006744066007,0.750111999393607,0.717334922158441
"CCR4",0.297791252060605,0.0553335791363637,9.35225789824943e-06,6.13194557620867e-05,0.23898467810498,0.0763263607302363,0.340015205913806,0.197475827609796
"CCR5",-0.350280217757575,-0.0990222421363637,0.088417251380877,0.142606429848983,-0.527327378617247,0.264649804146152,0.619217329630885,0.505444361069238
"CCR6",-1.31490871124242,-0.351532053840909,2.21339792305633e-11,1.15696656788757e-09,-1.00293434030378,0.00182999592840736,0.0429580975206988,0.237259338440208
"CCR7",0.257630319393939,0.00622902863636364,0.16261547236267,0.236685756018594,0.550175046655956,0.112356574012183,0.41212206080903,1
"CCR8",0.116244371333333,-0.0018885445,0.0319746664391083,0.0607244828874444,0.0888531236813818,0.479229193517506,0.786909679741659,0.235635044843646
"CCR9",-0.468292888757575,-0.167103741704545,0.000117986161199934,0.000545721133295341,-0.334101218396117,0.208709329698593,0.560134188225896,0.286555003466914
"CCRL2",2.58022811145454,0.663144130954545,8.28934444689472e-12,5.34800455176546e-10,2.05612677393397,0.0030544403492835,0.0577886798590296,0.203122094203185
"CCS",-0.0845112433333332,0.0619431125909091,0.296207600993478,0.387189405595624,0.192169587804258,0.285629085881498,0.638702526596795,NA
"CCSAP",-0.175747674575757,0.02087606275,0.134042780847985,0.201663244819087,0.0799568558456318,0.756930470389284,0.919468156721454,1
"CCSER1",-0.225339292636363,0.0164046752954545,0.0124910558442189,0.027774520778144,-0.26794312621494,0.178245058753662,0.51979014470633,0.189065267224957
"CCSER2",0.385493519878788,0.0639956360909091,0.00207749165862396,0.0062231497222492,0.82120254454985,0.00174586473820697,0.0419852944644256,1
"CCT2",0.111961920181818,0.0230588706818182,0.29926405995759,0.390443792790465,-0.04736524549591,0.821786991096614,0.94481446283811,1
"CCT3",-0.365227621848484,-0.108961000522727,0.000113990655231045,0.000530457712455647,-0.547535334991513,0.00743532258124235,0.0959403708292631,0.499161898599935
"CCT4",0.135441705363636,0.00299613770454545,0.133808852786436,0.201443032500531,0.253058836489633,0.22061641233863,0.572869356922196,0.868396708460046
